59.028 60.8121 9.5285
60.8121 62.6502 13.0573
62.6502 64.5438 7.92141
64.5438 66.4946 6.66381
66.4946 68.5044 8.45855
68.5044 70.575 7.72743
70.575 72.7081 4.68795
72.7081 74.9057 5.00546
74.9057 77.1697 3.53353
77.1697 79.5022 5.57353
79.5022 81.9051 5.41001
81.9051 84.3807 6.86707
84.3807 86.9311 7.84189
86.9311 89.5586 16.3654
89.5586 92.2655 29.9234
92.2655 95.0542 14.3435
95.0542 97.9273 4.1768
97.9273 100.887 3.7164
100.887 103.936 1.63971
103.936 107.078 1.59161
107.078 110.314 1.23593
110.314 113.649 0.899752
113.649 117.084 2.03783
117.084 120.623 0.282578
120.623 124.268 0.822862
124.268 128.024 0.79872
128.024 131.894 0
131.894 135.88 1.00339
135.88 139.987 0.730463
139.987 144.218 0.472689
144.218 148.577 0
148.577 153.068 0.44536
153.068 157.695 0.432294
157.695 162.461 0
162.461 167.371 0
167.371 172.43 0
172.43 177.642 0.191876
177.642 183.011 0.186247
183.011 188.543 0
188.543 194.241 0.175479
194.241 200.112 0.340661
