   -2.246092    0.9082549    0.153908    0.146092    0.00158115    0.00158115
   -1.841884    0.9140326    0.2581161    0.2418839    0.001476159    0.001476159
   -1.396017    0.9265889    0.2039827    0.1960173    0.001116713    0.001116713
   -1.048434    0.9823299    0.151566    0.148434    0.0004082251    0.0003932241
   -0.7473117    0.9599758    0.1526883    0.1473117    0    0.0006441491
   -0.4492383    0.9802102    0.1507617    0.1492383    0.001178356    0.001178356
   -0.1464911    0.9627612    0.1535089    0.1464911    0.0005877333    0.0005832118
   0.1461997    0.9608855    0.1461997    0.1538003    0.0005719092    0.0005658413
   0.4495444    0.9795782    0.1495444    0.1504556    0.0004192545    0.000422619
   0.7474414    0.9609976    0.1474414    0.1525586    0.001347953    0.001347953
   1.047894    0.9839072    0.1478938    0.1521062    0    0.0004194316
   1.395782    0.9290895    0.1957823    0.2042177    0.001576844    0.001576844
   1.841057    0.9352629    0.2410569    0.2589431    0.0007954381    0.0007954381
   2.245876    0.9109809    0.1458758    0.1541242    0.001087783    0.001079485
     
     
    
   
  
 
