2.92839	0.47541	0.92839	0.57161	0.06509	0.06508
4.41905	0.8373	0.91905	0.58095	0.02465	0.02268
5.93337	0.97042	0.93337	1.06663	0	0
8.2995	0.98619	1.2995	1.7005	0	0
12.58219	1	2.58219	7.41781	0	0
