   1.989265    0.5798732    0.1892649    0.2107351    0.003493614    0.00348963
   2.436545    0.6994982    0.2365451    0.2634549    0.003249605    0.003233522
   2.932563    0.7718173    0.232563    0.267437    0.003465025    0.003433629
   3.4363    0.833992    0.2363003    0.2636997    0.003729    0.003693836
   4.13475    0.8752445    0.4347503    0.5652497    0.002997512    0.002962126
   5.830609    0.8806333    1.130609    2.169391    0.002915393    0.002870921
   10.82813    0.8588864    2.82813    19.17187    0.006120994    0.005986976
     
    
   
  
 
