2.5	0.00151	2.5	2.5	0	0
7.5	0.00379	2.5	2.5	0	0
12.5	0.00908	2.5	2.5	0	0
17.5	0.02195	2.5	2.5	0	0
22.5	0.04542	2.5	2.5	0	0
27.5	0.081	2.5	2.5	0	0
32.5	0.12566	2.5	2.5	0	0
37.5	0.18774	2.5	2.5	0	0
42.5	0.25662	2.5	2.5	0	0
47.5	0.3346	2.5	2.5	0	0
52.5	0.41635	2.5	2.5	0	0
57.5	0.49962	2.5	2.5	0	0
62.5	0.57911	2.5	2.5	0	0
67.5	0.65783	2.5	2.5	0	0
72.5	0.72369	2.5	2.5	0	0
77.5	0.78425	2.5	2.5	0	0
82.5	0.83649	2.5	2.5	0	0
87.5	0.88039	2.5	2.5	0	0
92.5	0.9137	2.5	2.5	0	0
97.5	0.94247	2.5	2.5	0	0
102.5	0.96215	2.5	2.5	0	0
107.5	0.97123	2.5	2.5	0	0
112.5	0.98183	2.5	2.5	0	0
117.5	0.99243	2.5	2.5	0	0
122.5	1	2.5	2.5	0	0
127.5	0.97729	2.5	2.5	0.02877	0.01438
