30	0	2	2	0	0
34	0.00085	2	2	0	0
38	0.00085	2	2	0	0
42	0.00085	2	2	0	0
46	0.00173	2	2	0	0
50	0.00086	2	2	0	0
54	0.00346	2	2	0	0
58	0.00519	2	2	0	0
62	0.01038	2	2	0	0
66	0.01729	2	2	0	0
70	0.03026	2	2	0	0
74	0.07695	2	2	0	0
78	0.407726	2	2	0.012576	0.009904
82	0.91308	2	2	0	0
86	0.98831	2	2	0	0
90	0.99782	2	2	0	0
94	0.99868	2	2	0	0
98	1	2	2	0	0
102	1	2	2	0	0
106	1	2	2	0	0
110	1	2	2	0	0
114	1	2	2	0	0
118	1	2	2	0	0
122	1	2	2	0	0
126	1	2	2	0	0
130	1	2	2	0.01256	0
134	1	2	2	0.01774	0
138	1	2	2	0.01602	0
142	1	2	2	0.0212	0
146	1	2	2	0.0238	0
150	1	2	2	0.02553	0
154	1	2	2	0.04541	0
158	1	2	2	0.04023	0
162	1	2	2	0.06184	0
166	1	2	2	0.05838	0
170	1	2	2	0.04541	0
174	1	2	2	0.04887	0
178	1	2	2	0.07395	0
