   1.978189    0.7366207    0.1781886    0.2218114    0.03173402    0.03167327
   2.417621    0.8073441    0.2176206    0.2823794    0.02688276    0.02653407
   2.92122    0.8251795    0.2212197    0.2787803    0.02358915    0.02289971
   3.429758    0.8731424    0.2297577    0.2702423    0.0265222    0.02519776
   4.144027    0.9336655    0.4440267    0.5559733    0.01752358    0.01627566
   5.789682    0.9173065    1.089682    2.210318    0.01713234    0.01579511
   11.55046    0.8646518    3.550459    18.44954    0.03629869    0.03375611
     
     
    
   
  
 
