   1.978189    1.270313    0.1781886    0.2218114    0.05472579    0.05462104
   2.417621    1.154176    0.2176206    0.2823794    0.0384315    0.03793301
   2.92122    1.069138    0.2212197    0.2787803    0.03056313    0.02966986
   3.429758    1.046943    0.2297577    0.2702423    0.0318015    0.03021343
   4.144027    1.066748    0.4440267    0.5559733    0.02002135    0.01859555
   5.789682    1.041644    1.089682    2.210318    0.01945457    0.01793608
   11.55046    1.006713    3.550459    18.44954    0.04226251    0.03930218
     
     
    
   
  
 
