0.5 1 0.5 0.5 0.00422329 0
1.5 1 0.5 0.5 0.00422329 0
2.5 1 0.5 0.5 0.00422329 0
3.5 1 0.5 0.5 0.00422329 0
4.5 1 0.5 0.5 0.00422329 0
5.5 1 0.5 0.5 0.00422329 0
6.5 0.997701 0.5 0.5 0.00526625 0.00190179
7.5 0.997701 0.5 0.5 0.00526625 0.00190179
8.5 0.995402 0.5 0.5 0.00603176 0.00296914
9.5 0.995402 0.5 0.5 0.00603176 0.00296914
10.5 0.995402 0.5 0.5 0.00603176 0.00296914
11.5 0.993103 0.5 0.5 0.00666288 0.00375105
12.5 0.993103 0.5 0.5 0.00666288 0.00375105
13.5 0.993103 0.5 0.5 0.00666288 0.00375105
14.5 0.990805 0.5 0.5 0.00721087 0.00439572
15.5 0.988506 0.5 0.5 0.0077009 0.00495606
16.5 0.986207 0.5 0.5 0.0081475 0.00545784
17.5 0.977011 0.5 0.5 0.00964796 0.0071077
18.5 0.954023 0.5 0.5 0.012374 0.0100506
19.5 0.910345 0.5 0.5 0.0158711 0.0138289
20.5 0.841379 0.5 0.5 0.0194892 0.017819
21.5 0.765517 0.5 0.5 0.0220871 0.0207991
22.5 0.652874 0.5 0.5 0.0243161 0.0235789
23.5 0.54023 0.5 0.5 0.0251116 0.0249181
24.5 0.418391 0.5 0.5 0.0245753 0.0249682
25.5 0.314943 0.5 0.5 0.0229478 0.0238413
26.5 0.23908 0.5 0.5 0.0209466 0.0222119
27.5 0.183908 0.5 0.5 0.0189391 0.0204802
28.5 0.14023 0.5 0.5 0.0169064 0.0186723
29.5 0.101149 0.5 0.5 0.0146179 0.0165948
30.5 0.0712644 0.5 0.5 0.0124174 0.0145694
31.5 0.0436782 0.5 0.5 0.00980078 0.0121418
32.5 0.0298851 0.5 0.5 0.00811631 0.0105787
33.5 0.0229885 0.5 0.5 0.0071077 0.00964796
34.5 0.0183908 0.5 0.5 0.00633949 0.00894467
35.5 0.0137931 0.5 0.5 0.00545784 0.0081475
36.5 0.0114943 0.5 0.5 0.00495606 0.0077009
37.5 0.00689655 0.5 0.5 0.00375105 0.00666288
38.5 0.0045977 0.5 0.5 0.00296914 0.00603176
39.5 0.0045977 0.5 0.5 0.00296914 0.00603176
