30	0	2	2	0	0
34	0	2	2	0	0
38	0	2	2	0	0
42	0	2	2	0	0
46	0	2	2	0	0
50	0	2	2	0	0
54	0	2	2	0	0
58	0	2	2	0	0
62	0	2	2	0	0
66	0	2	2	0	0
70	0	2	2	0	0
74	0	2	2	0	0
78	0	2	2	0	0
82	0	2	2	0	0
86	0	2	2	0	0
90	0	2	2	0	0
94	0	2	2	0	0
98	0.46692	2	2	0.0173	0.01556
102	0.92	2	2	0	0
106	0.99523	2	2	0	0
110	0.99782	2	2	0	0
114	0.99955	2	2	0	0
118	1	2	2	0	0
122	1	2	2	0	0
126	1	2	2	0	0
130	1	2	2	0	0
134	1	2	2	0	0
138	1	2	2	0	0
142	1	2	2	0	0
146	1	2	2	0	0
150	1	2	2	0.01256	0
154	1	2	2	0.01602	0
158	1	2	2	0.02293	0
162	1	2	2	0.02985	0
166	1	2	2	0.03071	0
170	1	2	2	0.02369	0
174	1	2	2	0.02812	0
178	1	2	2	0.04455	0
